offline_datapoint_5 1619213700 6,333
offline_datapoint_24 1619213700 1385,505
offline_datapoint_7 1619213702 394113024,000
offline_datapoint_17 1619213700 1,666
offline_datapoint_6 1619213702 5808607232,000
offline_datapoint_23 1619213702 7400677376,000
offline_datapoint_22 1619213700 0,000
offline_datapoint_28 1619213700 17,325
offline_datapoint_10 1619213700 7,551
offline_datapoint_29 1619213700 6740,549
offline_datapoint_4 1619213702 0,000
offline_datapoint_16 1619213700 11921,945
offline_datapoint_2 1619213700 853,234
offline_datapoint_14 1619213700 6,844
offline_datapoint_3 1619213700 24,331
offline_datapoint_26 1619213700 93,676
offline_datapoint_15 1619213700 0,000
offline_datapoint_8 1619213700 6284,274
offline_datapoint_20 1619213700 0,068
offline_datapoint_27 1619213705 682278,000
offline_datapoint_21 1619213705 3308,000
offline_datapoint_12 1619213705 585355264,000
offline_datapoint_0 1619213705 360247296,000
offline_datapoint_19 1619213705 8347955200,000
offline_datapoint_25 1619213705 393256960,000
offline_datapoint_11 1619213705 2798,000
offline_datapoint_5 1619213703 0,000
offline_datapoint_24 1619213703 5264,318
offline_datapoint_7 1619213705 393256960,000
offline_datapoint_17 1619213703 0,000
offline_datapoint_6 1619213705 5809016832,000
offline_datapoint_23 1619213705 7401054208,000
offline_datapoint_22 1619213703 0,000
offline_datapoint_28 1619213703 13,151
offline_datapoint_10 1619213703 5,729
offline_datapoint_29 1619213703 5317,984
offline_datapoint_4 1619213705 0,000
offline_datapoint_16 1619213703 8253,309
offline_datapoint_2 1619213703 1431,329
offline_datapoint_14 1619213703 0,282
offline_datapoint_3 1619213703 25,000
offline_datapoint_26 1619213703 95,709
offline_datapoint_15 1619213703 0,000
offline_datapoint_8 1619213703 5461,333
offline_datapoint_20 1619213703 0,003
offline_datapoint_27 1619213708 682278,000
offline_datapoint_21 1619213708 3315,000
offline_datapoint_12 1619213708 585355264,000
offline_datapoint_0 1619213708 360275968,000
offline_datapoint_19 1619213708 8365899776,000
offline_datapoint_25 1619213708 393580544,000
offline_datapoint_11 1619213708 2797,000
offline_datapoint_5 1619213706 1,000
offline_datapoint_24 1619213706 7031,872
offline_datapoint_7 1619213708 393580544,000
offline_datapoint_17 1619213706 1,000
offline_datapoint_6 1619213708 5827641344,000
offline_datapoint_23 1619213708 7410769920,000
offline_datapoint_22 1619213706 0,000
offline_datapoint_28 1619213706 16,670
offline_datapoint_10 1619213706 8,854
offline_datapoint_29 1619213706 5652,695
offline_datapoint_4 1619213708 0,000
offline_datapoint_16 1619213706 8539,368
offline_datapoint_2 1619213706 1086,544
offline_datapoint_14 1619213706 1,594
offline_datapoint_3 1619213706 10,332
offline_datapoint_26 1619213706 94,616
offline_datapoint_15 1619213706 2,333
offline_datapoint_8 1619213706 24179,613
offline_datapoint_20 1619213706 0,016
offline_datapoint_27 1619213711 682278,000
offline_datapoint_21 1619213711 3316,000
offline_datapoint_12 1619213711 585076736,000
offline_datapoint_0 1619213711 360275968,000
offline_datapoint_19 1619213711 8365936640,000
offline_datapoint_25 1619213711 392200192,000
offline_datapoint_11 1619213711 2794,000
offline_datapoint_5 1619213709 0,333
offline_datapoint_24 1619213709 139,346
offline_datapoint_7 1619213711 392200192,000
offline_datapoint_17 1619213709 0,333
offline_datapoint_6 1619213711 5827604480,000
offline_datapoint_23 1619213711 7410614272,000
offline_datapoint_22 1619213709 0,000
offline_datapoint_28 1619213709 9,241
offline_datapoint_10 1619213709 2,995
offline_datapoint_29 1619213709 4730,107
offline_datapoint_4 1619213711 0,000
offline_datapoint_16 1619213709 7702,384
offline_datapoint_2 1619213709 430,707
offline_datapoint_14 1619213709 1,351
offline_datapoint_3 1619213709 25,336
offline_datapoint_26 1619213709 84,627
offline_datapoint_15 1619213709 5,334
offline_datapoint_8 1619213709 9485,474
offline_datapoint_20 1619213709 0,014
offline_datapoint_27 1619213714 682278,000
offline_datapoint_21 1619213714 3299,000
offline_datapoint_12 1619213714 585076736,000
offline_datapoint_0 1619213714 360275968,000
offline_datapoint_19 1619213714 8365658112,000
offline_datapoint_25 1619213714 392511488,000
offline_datapoint_11 1619213714 2794,000
offline_datapoint_5 1619213712 0,000
offline_datapoint_24 1619213712 313,669
offline_datapoint_7 1619213714 392511488,000
offline_datapoint_17 1619213712 0,000
offline_datapoint_6 1619213714 5826809856,000
offline_datapoint_23 1619213714 7410274304,000
offline_datapoint_22 1619213712 0,391
offline_datapoint_28 1619213712 8,723
