706 1619213657 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213658 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213659 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213660 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213661 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213662 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213663 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213664 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213665 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213666 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213667 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213668 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213669 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213670 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213671 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213672 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213673 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213674 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213675 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213676 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213677 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213678 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213679 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213680 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213681 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213682 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213683 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213684 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213685 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213686 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213687 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213688 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213689 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213690 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213691 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213692 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213693 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213694 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213695 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213696 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213697 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213698 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213699 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213700 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213701 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213702 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213703 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213704 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213705 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213706 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213707 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213708 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213709 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213710 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213711 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213712 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213713 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213714 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213715 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213716 1,600000 -1,000000 -101,000000 0,000000 0,000000
706 1619213717 1,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213718 1,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213719 1,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213720 1,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213721 1,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213727 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213728 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213729 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213730 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213731 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213732 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213733 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213734 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213735 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213736 1,200000 -1,000000 -101,000000 0,000000 0,000000
706 1619213737 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213738 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213739 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213740 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213741 1,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213742 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213743 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213744 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213745 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213746 0,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213747 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213748 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213749 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213750 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213751 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213752 1,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213753 1,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213754 1,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213755 1,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213756 1,800000 -1,000000 -101,000000 0,000000 0,000000
706 1619213757 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213758 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213759 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213760 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213761 0,400000 -1,000000 -101,000000 0,000000 0,000000
706 1619213762 2,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213763 2,000000 -1,000000 -101,000000 0,000000 0,000000
706 1619213764 2,000000 -1,000000 -101,000000 0,000000 0,000000
