990 1619224125 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224126 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224127 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224128 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224129 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224130 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224131 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224132 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224133 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224134 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224140 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224141 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224142 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224143 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224144 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224155 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224156 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224157 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224158 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224159 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224160 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224161 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224162 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224163 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224164 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224170 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224171 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224172 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224173 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224174 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224185 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224186 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224187 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224188 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224189 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224190 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224191 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224192 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224193 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224194 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224200 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224201 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224202 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224203 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224204 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224215 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224216 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224217 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224218 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224219 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224220 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224221 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224222 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224223 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224224 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224225 1,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224226 1,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224227 1,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224228 1,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224229 1,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224235 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224236 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224237 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224238 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224239 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224240 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224241 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224242 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224243 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224244 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224245 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224246 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224247 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224248 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224249 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224250 6,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224251 6,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224252 6,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224253 6,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224254 6,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224255 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224256 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224257 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224258 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224259 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224260 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224261 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224262 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224263 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224264 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224275 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224276 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224277 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224278 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224279 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224280 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224281 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224282 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224283 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224284 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224285 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224286 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224287 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224288 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224289 1,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224290 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224291 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224292 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224293 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224294 0,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224295 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224296 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224297 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224298 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224299 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224300 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224301 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224302 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224303 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224304 3,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224305 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224306 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224307 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224308 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224309 2,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224310 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224311 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224312 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224313 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224314 0,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224315 0,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224316 0,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224317 0,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224318 0,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224319 0,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224320 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224321 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224322 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224323 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224324 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224330 4,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224331 4,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224332 4,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224333 4,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224334 4,800000 -1,000000 -101,000000 0,000000 0,000000
990 1619224335 9,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224336 9,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224337 9,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224338 9,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224339 9,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224340 4,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224341 4,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224342 4,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224343 4,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224344 4,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224345 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224346 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224347 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224348 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224349 2,000000 -1,000000 -101,000000 0,000000 0,000000
990 1619224350 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224351 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224352 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224353 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224354 4,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224360 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224361 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224362 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224363 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224364 2,200000 -1,000000 -101,000000 0,000000 0,000000
990 1619224365 2,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224366 2,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224367 2,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224368 2,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224369 2,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224370 5,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224371 5,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224372 5,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224373 5,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224374 5,400000 -1,000000 -101,000000 0,000000 0,000000
990 1619224375 3,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224376 3,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224377 3,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224378 3,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224379 3,600000 -1,000000 -101,000000 0,000000 0,000000
990 1619224385 2,600000 -1,000000 -101,000000 0,000000 0,000000
